id	qid1	qid2	question1	question2	is_duplicate
162532	253007	253008	What are the most interesting products and innovations that Mobile Mini is coming out with in 2016?	What are the most interesting products and innovations that T-Mobile is coming out with in 2016?	0
162533	115556	253009	How do I prepare for the NID entrance exam?	How did you prepare for your NID entrance exam?	1
162534	253010	253011	Why we take carbon12 is standared for atomic weight?	Why carbon12 is salected for atomic weight? Not other element for example lithium or other element? Justify	1
162535	108665	253012	Is PM Narendra Modi the brand ambassador of Reliance Jio?	Is it morally correct for our Prime Minister Narendra Modi to appear in advertisement of Reliance Jio?	1
162536	253013	197487	What are some lesser known facts about The Big Bang Theory (TV series)?	What are some mind-blowing facts about The Big Bang Theory (TV series)?	0
162537	55149	399	How will the decision of scrapping INR 500 and INR 1000 notes affect real estate prices?	What are the effects of demonitization of 500 and 1000 rupees notes on real estate sector?	1
162538	70897	142978	Why is Manaphy angsty in Pokemon Ranger and The Temple Of The Sea?	In Pokemon Ranger and The Temple of The Sea, Why is Manaphy angsty?	1
162539	6370	253014	What do people think about Muslims?	What do you think of Muslims?	0
162540	143825	253015	What makes people lazy?	What can make someone lazy?	1
162541	253016	253017	Webkul interviews questions?	Is New Zealand Masters in finance valid in U.S.A?	0
162542	253018	253019	What is the creepiest phone call or voice message you've ever received?	What is the creepiest dejavu experience that you ever had?	0
162543	253020	253021	How can I clear CAT in 4 months?	Can I clear CAT in 4.5 months?	0
162544	253022	253023	Where can I found very efficient towing professionals in Sydney?	Where can I found highly specialized car towing professionals in Sydney?	1
162545	53720	253024	What is S1, S2, S3, S4, S5 and S6 in regards to the U.S. Army?	What is an RFO in the U.S. Army?	0
162546	253025	253026	Is Karlie Kloss overrated or underrated? Why?	What do you think of karlie kloss? Is she a very great person?	0
162547	253027	253028	What are best recipes of boiled eggs?	What is the best recipe for egg soup?	0
162548	253029	253030	For overdamped systems, why do oscillations damp out?	Does damping decrease the time period of the oscillation? If yes, then would this type of motion be SHM?	0
162549	101290	135626	What are the rules and regulations when visiting an inmate at Valdosta prison and how does it compare to prisons in California?	What are the rules and regulations when visiting an inmate at Valdosta prison and how does it compare to prisons in Delaware?	0
162550	253031	253032	Can we use asynchronous or synchronous counter to control the rotation of motor?	Can we use the earth's rotation to improve the way we fly today?	0
162551	253033	253034	Can sugaer cause dementia, stroke, heart disease, heart attack, cancer, depression, bipolar disorder, schizophrenia, and ADHD/ADD?	Would you like to share your learning experience and build a learning routine to help others learn fast and systematically?	0
162552	253035	253036	What is the significance of fermi energy?	Is the Fermi Paradox generally accepted by scientists? Why or why not?	0
162553	253037	253038	Whichi s the highest selling bike in India?	How can I hide colon between hour and minute from time picker for android in Xamarin?	0
162554	253039	253040	Harvard College Courses: What is general shopping advice for Classical Studies classes?	Harvard College Courses: What is general shopping advice for Medieval Studies classes?	0
162555	253041	253042	What are the good programing sites for beginers?	Does toxic mold or pathogens inside historical structures damage female reproductive systems (such as ovarian or breast cancer)? How bad?	0
162556	253043	253044	What is the syllabus for BComm students applying for MA history entrance in Delhi university as there is a separate paper made for students who are not from the history stream?	I am History Honours third year student. I want to pursue MA in History from a good college from noth India only. What are the options?	0
162557	253045	253046	"What is an example of a sentence with the word ""moreover""?"	"What are some examples of sentences using the word ""moreover""?"	1
162558	253047	253048	"Does the phrase ""I beg to differ"" sound pretentious?"	What is the difference between 'I beg you' and 'I beg of you'?	0
162559	253049	126489	What is mostly viewed on Quora?	What counts as a view on Quora?	0
162560	246291	253050	How do I Get rid of cockroaches?	How can I get rid of tiny cockroaches?	1
162561	253051	253052	Which is the best broadband connection in South Delhi?	Which is the best broadband service in South Delhi?	1
162562	253053	253054	What other systems interact with the endocrine system?	How is the endocrine system's interaction with other systems?	1
162563	253055	253056	What material should I use for the 1Z0-877 exam?	What material should I use for the 1Z0-068 exam?	0
162564	253057	253058	What is rate of growth of nails and hair, in the case of a normal human?	Can I apply hair growth cream for beard growth?	0
162565	25010	25912	What is the list of fruits for weight loss?	Which fruit is the best for weight loss?	1
162566	72074	86736	What are some good ideas for an electrical engineering project in college?	What are some Electrical Engineering Projects?	0
162567	253059	253060	How many iron rods are required for construction of a 1,000 square foot building?	Does Switzerland still require new buildings to include a bunker?	0
162568	253061	253062	How automata theory applicable in text processing?	What are the Applications of automata theory in Simulation and Modelling?	0
162569	39426	11264	What are the ways of losing weight?	What are the best was to lose weight?	1
162570	253063	253064	Do Samsung phones have built in Equilizers and if so do they work on all apps?	I have a small CRM app to store customer information that I built myself. I want to integrate my existing phone to the app so that I can know who is calling and how many times they called. I have seen this working at many restaurants. Has anyone tried this in-house before?	0
162571	253065	193286	Why are most people poor?	Why most people are poor in this world?	1
162572	253066	253067	What should be the basic salary at dubai?	What is a basic salary in Dubai for a retail employee?	0
162573	253068	253069	If I search for someone on Facebook several times will I appear in their PYMK section?	"When I send a message to someone on Facebook, the messages appear as ""seen"" at a certain time, even when the contact is not online. How can this be overcome?"	0
162574	27618	29152	How does banning 500 and 1000 rupee notes help to control black money?	How would changing the 500 and 1000 currency notes help indian government in dealing with corruption?	1
162575	253070	253071	How do I prevent myself from falling in love with my boyfriend?	How can I prevent myself from falling in love?	0
162576	253072	253073	What are perihilar lung markings? How are they formed?	What are the key parts of the lung?	0
162577	253074	253075	How does a PR agency ensure that progress is being made towards overall brand strategic goals? How is this progress measured?	Does matter fall or float through space?	0
162578	253076	23904	What is SAP FSPM?	What is SAP?	0
162579	11311	253077	What is the most popular social media site?	What are the most popular social media sites in Germany?	0
162580	253078	216455	What was troubling m Prophet Muhammad so much that He would journey into the mountains to meditate?	Why is Muhammad a prophet?	0
162581	253079	131365	In what scenario would the U S and China use military force against each other?	How would a war between the US and China play out?	0
162582	253080	253081	How much do Workday's services typically cost?	Who are Workday's top professional services partners?	0
162583	253082	253083	What people think of you when they see you Quora-ing?	Can people see what questions you post on Quora?	0
162584	253084	253085	What was the length to width ratio of a galleon ship?	What is a galleon?	0
162585	253086	253087	Why are Indian Muslims silent about Ghazwa-e-hind?	"What do Indian Muslims think about ""Ghazwa-e-hind""?"	0
162586	4243	82448	How do we know that nothing can travel faster than the speed of light?	Why can nothing move faster than light?	1
162587	253088	253089	How hard is the LMS test at the end of the 3 day ITM class?	Where can I buy SCORM courses for an LMS?	0
162588	253090	253091	Why India is not classified as a continent?	Why is India not declared a continent?	1
162589	253092	253093	What is the name of the model in this song-rickshaw by alfaaz the boy next door?	Who are the model in the song “Sanam Ho Ja” by Arjun?	0
162590	253094	253095	"What is the name of the Tamil Christian RC song in which the middle lines are ""ennai balpaduthum iraiva unthan anbu kuraivathilai""?"	What is the name of the tamil christian RC song in which the middle lines are ennai balpaduthum iraiva unthan anbu kuraivathilai?	1
162591	253096	253097	Construction project management future in Canada?	Does Canada have future for project management construction?	1
162592	253098	253099	What are some of the best sites to download free e books fiction books?	From which site can I download free e books?	0
162593	253100	253101	How can I acquire a sponsorship from a shipping company?	How can I get a sponsorship from a shipping company?	1
162594	138374	253102	Can you get high on DM cough syrup?	Is it possible to get drunk off of cough syrup? If so, how much would it take?	0
162595	151542	21739	What hotel in Madurai would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?	What hotel in Hyderabad would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?	0
162596	227041	134887	What are the best new Car gadgets that most people don't know about?	What are the best new Car technology that most people don't know about?	1
162597	253103	253104	What its like to be high functioning?	What does it feel like to have high functioning anxiety?	0
162598	253105	141050	What is the best web scraping software?	What are some interesting web scraping projects you have done?	0
162599	84996	149543	What are the best ways to overcome my social anxiety?	What is the best way to get rid of social anxiety?	1
162600	132248	205272	How is the speed of light calculated?	How is speed of light calculated?	1
162601	64481	55039	How do I beat boredom?	What should I do to beat boredom?	1
162602	253106	253107	Is it safe to travel to Darjeeling now?	Is it safe to go to Darjeeling for vacation?	0
162603	253108	253109	I m 14 and my vocal range is from e2 to a5 (legarro tenor.) I want to know if my vocal range could expand any further? Also I have difficulties using my mixed voice in c5 to f5. It sounds really strained and I want to know how to use it properly. Thank you.	I'm a 15 year old male with vocal range A2-A4. How do I extend my vocal range?	0
162604	174725	253110	If you could have one question answered about pursuing a career as a professional artist, what would it be?	If you could only ask one question to a design client about a project before creating your design solution, what would it be?	0
162605	253111	253112	"What is an ""on-us"" transaction?"	My client shows me online transaction confirmations from his bank. Only 1st payment reached us. And no more gets to my company account. Is it a trick?	0
162606	15849	253113	What are the best hotels for unmarried couples in Guwahati?	Which are the best hotels in Chandigarh for unmarried couples?	0
162607	110220	157291	If war happens between India and Pakistan who will win?	Who will win, if a war starts between India and Pakistan?	1
162608	253114	253115	I forgot my iPhone passcode. How can I retrieve my password without losing data?	How do I retrieve an iPhone passcode?	1
162609	224640	253116	If I write an open source platform to be used for a Silk Road type website, would I be breaking the law?	I need a Terms of Use and a Privacy Policy for my website. How much should I be prepared to pay a law firm to produce these?	0
162610	253117	253118	Why is sex before marriage forbidden in Islam?	Is sex before marriage prohibited in Islam?	1
162611	16416	34182	What are the best books for preparing for IBPS PO's exam without coaching?	What are the best books for IBPS PO?	1
162612	253119	253120	"What is the difference in meaning between saying ""my apologies"" and ""I'm sorry""?"	"Why do people say ""I'm sorry for your loss""? What exactly are they sorry for?"	0
162613	253121	253122	Where can I buy an ultra wideband transmitter/receiver?	Should I use antenna in RF transmitter receiver?	0
162614	253123	253124	What has been the recent average package for BA delhi school of economics?	What has been the recent average package for delhi school of economics?	0
162615	253125	253126	What is the relation between the value of the rupee and SENSEX?	What can I do to strengthen the value of Rupee?	0
162616	92408	212220	Which are best Korean dramas to watch?	What are the best Pakistani drama series an Indian can watch?	0
162617	253127	253128	Suppose you are travelling in a plane & the plane crashes, why should you be given a parachute?	Why is parachute not given in place of jackets when plane crash happens?	0
162618	222616	229534	What is Cloud TV?	"What is ""the cloud""?"	0
162619	253129	253130	How does Google Edge caching works? Does it require a physical point to point connection with the ISP?	If I'm using a router as an access point, does it have to physically connect with a cat 5 cable to broadcast?	0
162620	253131	253132	What has made you lose faith in humanity?	What are some things that make or have made you lose faith in humanity?	1
162621	253133	253134	Back pressure in 100cc engine?	Which of the statements are true and why?	0
162622	253135	109158	How do I prepare for CFA level 3 in two months?	What is the best way to prepare for CFA level 3 exam?	0
162623	51816	253136	How can one attend the 7th national marketing conclave of KIIT school of management ?	How do people manage to travel outside, attend college and work in the coldest parts of the world?	0
162624	253137	253138	How much does adobe marketing cloud cost?	What is the cost of Adobe Marketing Cloud?	1
162625	44221	130178	How do I prepare for CAT 2017 (BBA student)?	What should be the plan for preparation of CAT 2017 from here onwards?	1
162626	253139	253140	What are the drawbacks of China's One Child Policy?	What are the benefits of China's One Child Policy?	0
162627	253141	253142	Why is freedom of peaceful assembly important?	What is the importance of freedom of assembly?	0
162628	253143	104751	What is your favourite use of coconut oil?	How can we use coconut oil?	0
162629	253144	253145	Which universities can I apply to for MIS in fall 2017?	I want to apply for MIS graduate programmes in US universities. Which universities are still accepting applications?	0
162630	253146	253147	Where can I get fabulous flooring services in Macquarie Park?	Where can I get very affordable floor sanding and sealing service in Macquarie Park?	0
162631	28412	150879	What will happen if India and Pakistan United?	What would happen if India and Pakistan reunited?	1
162632	51451	253148	What is mechanical energy? What are some examples?	What are some examples of mechanical energy?	1
162633	253149	253150	From where to get 350kv DC electronic transformer?	From where can I get a 350kv DC electronic transformer?	1
162634	253151	247797	What is the saddest thing about your father and/or mother?	What is the saddest thing you've ever seen as a police officer?	0
162635	253152	253153	Why are non-Muslim men marrying Muslim women and then converting to Islam?	Can Christian men marry Muslim women?	0
162636	67620	131902	What are some good psychological thriller movies?	Which are the best brain twisting psychological thriller movies ever made?	0
162637	253154	253155	What kind of conversations happen only in Hyderabad?	What kind of conversations happen only in Canada?	0
162638	70905	253156	How likely is it you will get in trouble for downloading movies via torrent sites in the USA in 2016?	How is downloading a movie via torrent a crime?	0
162639	39993	253157	Why don't some people fall in love?	Why do people fall in love with Ruby?	0
162640	253158	253159	"If the ""Internet Archive"" is no-index, why do pages show in Google search results?"	If there is far more pages on the Internet than there were, how come there are less and less results appearing on Google when I search for something?	0
162641	253160	253161	What are some examples of poems with 3 stanzas?	What are some examples of poems with 6 stanzas?	0
162642	253162	253163	What are the main advantages and disadvantages of distributive leadership?	What are the disadvantages of using a normative leadership model in a company?	0
162643	73604	86789	Why some people commit suicide?	Why do peope commit suicide?	1
162644	253164	253165	Were humans almost wiped out around 72,000 years ago?	Why did humans become almost extinct 70,000 years ago?	1
162645	42066	4702	How would you answer this job interview question: Why shouldn't I hire you?	What is a goood answer to 'Why should I not hire you?'	1
162646	216598	253166	How do marine biology and oceanography compare, and what are their main aplications?	Is oceanography same as marine biology?	1
162647	253167	253168	What are the Skills required for fresher's applying for IT jobs in tier 1 companies?	What are some jobs I can apply for in Delhi which requires skills and no degree or certificate?	0
162648	253169	253170	Which intersections in Cleveland are particularly dangerous? Why? What could be done to improve them?	Which intersections in Cincinnati are particularly dangerous? Why? What could be done to improve them?	0
162649	74971	87513	Is one a composite or prime number?	What makes a number prime or composite?	0
162650	253171	253172	How do you report a question? I only see an option to downvote it. Can a question be reported?	How shall I report a question?	1
162651	45094	253173	What interests do Superhero movies have on their audience?	Do you guys wonder what people do on the their phone that is so interesting?	0
162652	11212	87157	Why is Saltwater taffy candy imported in The Bahamas?	Why is Saltwater Taffy candy imported in Jamaica?	1
162653	253174	253175	What are some slang terms concerning guitars?	"What is a slang term for ""newspaper""?"	0
162654	253176	253177	How do surrogate mothers get paid?	How much do surrogate mothers get paid?	0
162655	253178	253179	Who invented buttons and buttonholes on shirts?	When were shirts invented?	0
162656	253180	253181	What is it like to work as a Data Scientist at Thomson Reuters?	What is it like to work as a data scientist for Fidelity Investments?	0
162657	253182	253183	How is percolation important in hydrology?	In hydrology, what is percolation?	0
162658	253184	253185	Puzzles for TCS?	How Do I Get Instant Cash Offer To Sell Your House Quickly?	0
162659	202755	253186	I want to ask my boss for last month's salary. How can I write it in a formal email?	What is the best way to ask the boss to raise one's salary obscurely and efficiently?	0
162660	253187	253188	How to use a codon chart?	What is a codon chart?	0
162661	253189	253190	Is midnight 12 o'clock AM or PM?	Is 12pm noon or midnight?	0
162662	253191	253192	What is the best way to invest £10000?	What is the best way to invest $10000?	0
162663	69814	253193	What is the BEst way to quit meth?	What are some things that will help you quit using crystal meth?	1
162664	253194	59497	How can you obtain a pedigree for a Poodle/ Shih Tzu/ Maltese mix?	How can you breed a Poodle/ Shih Tzu/ Maltese mix?	0
162665	24994	13277	What are some major events that happened in 1994?	What are some major events that occurred during 2006?	0
162666	253195	253196	Are there ways to tell if someone is manipulative right away?	How do you tell whether or not someone is manipulative?	1
162667	253197	253198	How do I clear the CA Final in the second attempt?	What does it take to clear CA final in 1st attempt?	0
162668	253199	253200	My single mom has been horrible to me, how do I make her Los me I am 14 year olds, I need help?	What are variables in Java?	0
162669	253201	253202	Why do people smell?	Why do some people smell?	1
162670	253203	253204	"What are some best dialogues from ""BAJIRAO MASTANI""?"	What are the best dialogues from Sunny Deol?	0
162671	253205	13317	What is album1994.com?	What is graffittibooks.com?	0
162672	253206	253207	Can a vehicle brought from NEXA showrooms be serviced in normal Maruti showrooms?	Does writing short stories make you smarter?	0
162673	253208	253209	What is missing in social media and travel?	What is missing in social media?	0
162674	253210	213117	How can I make $4000/month in e-commerce?	How can I make $4000 in 2 months?	0
162675	4945	170896	What is the likelihood of war with Russia?	Is there potential for a war with Russia?	1
162676	88978	171638	What is the fastest payment option on IRCTC to buy Tatkal tickets?	I can't find eWallet on the new IRCTC website. Have they scrapped it? Can we book Tatkal tickets using eWallet?	0
162677	253211	253212	Why does my iPhone 6s Plus need to be recharged so often? It drains by 80% in 6 hours.	Why does my iPhone 6s Plus die so fast?	1
162678	253213	50460	How are salt bridges used in galvanic cells?	Why salt bridge are used in galvanic cell?	1
162679	199466	253214	How does it feel to own a Rolls Royce?	What is it like to own a Rolls Royce?	1
162680	54298	71142	Is there infinite energy in zero point energy or it is just a mathematical result with no physical existence?	Saying that zero point energy is infinite and that there are infinite potential virtual particles in vacuum is real or a mathematical thing?	1
162681	253215	19253	What are the differences between lightning and thunder? How are they related?	What causes thunder and lightning?	0
162682	203757	253216	Where can I download Detective Conan's latest episodes with English softsubs?	Where can I download season 10 onwards of Detective Conan?	0
162683	253217	253218	Which bike should one buy for daily office travel: the KTM RC 390 or the KTM RC 200?	I want to buy a KTM RC 200 but I am confused with it's comfort. Is it comfortable for commuting to college everyday on the roads of Pune?	0
162684	253219	253220	What is the best way to remove blackhead scars?	What is the best way to remove blackheads and blackheads scars?	1
162685	47950	17244	How do you know you are in love with someone?	How do you know when it is true love?	1
162686	253221	253222	What startup business should I try in india?	What is the best startup business in India now?	0
162687	65652	104501	Which is the best badminton racket?	Which is the best badminton racket under ₹1500?	0
162688	691	119331	What is the best phone to buy below 15k?	What will be the best smartphone around 15K?	1
162689	253223	253224	What is your favourite Game of Thrones meme, joke or witty one-liner?	What are the funniest Game of Thrones jokes and meme images?	0
162690	253225	253226	2) What are my chances of being accepted?	What are my chances of being accepted into America?	0
162691	253227	253228	How can I get a job in Wipro off campus? It is my dream company.	Imaginary part of tan^-1 (5i/4)?	0
162692	253229	253230	Will missing mothers surname in certificates cause any problem to the child during job, us visa and immigration?	Age barrier for commercial pilot training in usa?	0
162693	253231	253232	Where does radiant energy come from, and how does it origin differ from that of motion energy?	Where does radiant energy come from, and how does it origin differ from that of gravitational energy?	0
162694	253233	253234	How can I memorise words for the GRE in 2 months?	What tools do you use to memorise new words?	0
162695	253235	253236	What is the chemical structure of Lysine?	Can can you determine what is the isoelectric point of lysine?	0
162696	253237	253238	Why does black people have big penis?	Do black guys have big dicks?	1
162697	253239	253240	How is the word 'although' used in a sentence?	How is the word 'consecrate' used in a sentence?	0
162698	253241	253242	Does creative visualization really work in helping people to achieve goals?	Does visualization really work?	1
162699	253243	67280	How does the normalizing US and Cuba relations affect the United States and its citizens?	Can a US state secede from the Union?	0
162700	253244	253245	Can scammers get your full name from your phone number?	Can I get data from android using only phone number?	0
162701	171419	253246	Did the Ancient Anatolians discover the Americas?	Did the Ancient Libyans discover the Americas?	0
162702	253247	104489	What is Yahoo!'s corporate slogan?	What is Yahoo's corporate slogan? What does it mean?	1
162703	253248	253249	Why is it very hard to amend the laws to punish rapists in India?	Why was a constitutional amendment done to admit new territory in the union of India when a simple majority law could have been enough?	0
162704	130078	81303	What is the mystery behind Lal Bahadur Shashtri's death?	Who killed Lal Bahadur Shatri?	1
162705	253250	149468	Why does ISIS call themself Islamic State when they do not seem to be practicing Islamic values?	Is the Islamic state practicing the purest form of Islam as it existed at the time of Muhammad?	0
162706	253251	253252	Is chemistry NCERT book enough for organic of JEE main if I aim to score 70+ in chemistry?	How do I to save time on tagging files? which requires a lot of research to put in?	0
162707	253253	253254	Can laser skin tightening cause fat loss on your body?	Can laser skin tightening cause fat loss on the face?	0
162708	55120	14700	How long does it take a woman to get pregnant after sex?	Can a woman get pregnant just before her period?	0
162709	253255	253256	"How is ""Milo Yiannopoulos"" pronounced?"	My Samsung J5 keeps getting slow often. I'm using cleanmaster app. Is this app good for my phone?	0
162710	253257	6617	What can I use to emulate 3DS games like Pokémon X and Y? Where can I get the Pokémon X and Y ROM?	Is there a working Nintendo 3DS emulator for PC or Android?	0
162711	253258	253259	What is time and space?	What is time in space?	0
162712	253260	253261	Why and how are bread crumbs used in a meatloaf?	What are some meatloaf recipes using panko bread crumbs?	0
162713	253262	253263	Why is it mandatory for men to wear Angavastram while doing rituals?	Where can I sell my homemade porn video at.? It is of girlfriend but and I. I was told someone bought them for a one time fee of 2000.00 is it so?	0
162714	253264	253265	Why do Asians constitute such a relatively small proportion of San Francisco's homeless?	How many homeless people are there in San Francisco?	0
162715	22159	253266	What makes a woman or girl unattractive?	What makes women unattractive?	1
162716	253267	47563	How much money per hour do Uber drivers make in Springfield, IL? What's the most a person can reasonably make per month?	How much money per hour do Uber drivers make in Denver? What's the most a person can reasonably make per month?	0
162717	253268	253269	Which is the best reference book for mathematics?	Which is best reference book for economics?	0
162718	163302	106315	How do I manage product managers?	How do I become a product manager?	0
162719	253270	253271	Will US de-nukeliarize pakistan?	How can I foster inspiration for songwriting?	0
162720	253272	1858	How long can you sustain a long distance marriage?	How can long distance relationships be successful?	0
162721	85731	105645	Is GATE preparation possible in 3 months?	Can I crack gate CS 2017 in 3 months?	1
162722	253273	253274	What are the important things that civil engineers must know?	What are the important things that civil engineer should know?	1
162723	114069	253275	What does it feel to ride a choppy wave?	Are insects able to feel radio waves?	0
162724	253276	253277	What are the best resources for hiring game developers?	What are some of the best game developer resources?	0
162725	253278	217779	Is it easy to have sex in space?	Is it possible to have sex in space?	0
162726	86369	19444	What are the security features in new currency notes?	How secured is the new 2000 and 500 currency notes?	1
162727	253279	253280	How can you make money on eBay?	Can you make money on ebay?	1
162728	253281	253282	What could be a possible example of fourth/fifth/etc. person narration that has been used or might be used in the future?	What are some common examples of irony used in novels?	0
162729	1441	29684	How can I hire a hacker?	Where can I find/employ a real hacker?	1
162730	253283	138773	Is Hinduism a superior philosophy?	"Do people who think they are ""superior"" (not simply correct, virtuous, skilled etc.) think they have the right to be dumb?"	0
162731	80124	253284	What are some of the best ways to improve maths beyond JEE level?	What is the best way to practice Maths for 12 and JEE?	0
162732	253285	253286	How do you type the Copyright symbol from a keyboard?	Where is the copyright symbol on a PC keyboard?	1
162733	24555	18926	How do l see who viewed my videos on Instagram?	How can I see who views my Instagram?	1
162734	253287	253288	Who are the characters in Touhou? What are their backstories and how many are there?	How many characters are there in Touhou?	1
162735	57028	253289	Can you dream about a specific thing on purpose? If so, how?	If there are no purposes in nature, how can you have purposes yourself, given you’re a part of nature?	0
162736	253290	253291	How is the broadband performance of BSNL?	What is the quality of broadband service by BSNL?	1
162737	253292	253293	Is religion a virus?	If religion is ultimately proved to be a bug or virus in human mind, what would be the best way to fix it in cognitive-evolutionary perspective?	0
162738	21119	36475	Does green tea help to lose weight?	Will I lose weight if I drink every day 2 cups of green tea for about 2 weeks?	1
162739	253294	253295	MS in VLSI Design and Technology: Among Arizona State University, University of Texas at Dallas, University of Florida, Northeastern University, Syracuse University and SUNY Buffalo, which ones are worth applying considering Job prospects after MS?	I got an admit from Arizona State University for MS in Electronic and Mixed signal circuit design/VLSI. Should I consider applying to UC, Irvine?	0
162740	102682	253296	Why do we use AC supply in our homes?	Is there any way to charge our batteries using 230V AC voltage?	0
162741	253297	253298	What is the average package in Alliance University Bangalore for an MBA graduate?	I am a commerce graduate. What is the likely package I can expect if I do MBA from SIBM Bangalore?	0
162742	243578	253299	What is the easiest way to become a millionaire in india?	How can I become millionaire online?	0
162743	171534	111537	How did Katrina Kaif manage to make it so big in Bollywood despite her not so great acting abilities?	Why is Katrina Kaif still in Bollywood despite being a bad actor?	1
162744	253300	253301	Theoretically speaking if Prince Harry was made a Duke and parliament wanted his dukedom to have an annual income; could that happen?	How is the instinct to allow someone to hurt you after hurting them natural?	0
162745	86803	253302	If China is so much against India why don't Indians stop buying Chinese products?	Why don't we stop using Chinese products if eventually the revenue generated from it will be used against India?	1
162746	88252	33293	Why did the Indian government ban Rs. 500 and Rs. 1000 currency?	What are the advantages of the decision taken by the Government of India to scrap out 500 and 1000 rupees notes?	1
162747	253303	253304	What are some good ways to measure body fat percentage continuously?	How do I decrease my body fat percentage?	0
162748	253305	253306	What are the similarities and differences between the Aztec and Inca empires?	How did Inca achievements influence that of the Aztecs?	0
162749	253307	106089	Is Turkey invading Syria?	Does it seem like Turkey will invade Kurdish areas of Syria?	1
162750	253308	253309	Is it possible to be an introvert and an extrovert at the same time?	Can extroverts become introverts?	0
162751	51382	253310	How can we regrow hair naturally?	How do I grow my hair naturally?	0
162752	253311	253312	"How will you know if someone has turned on the ""post notification"" on your Instagram?"	I got a notification on Instagram that someone had also commented on something but when I clicked on it it didn't redirect me anywhere. What is this?	0
162753	71953	248053	Can a chemical engineer become an astronaut?	How can a mechanical engineer become an astronaut?	0
162754	253313	72230	How do I get a job at Goldman Sachs?	How can I get an internship at Goldman Sachs?	0
162755	253314	253315	When you get a benzoyl peroxide burn, how should you treat it?	How can I treat a benzoyl peroxide burn?	1
162756	253316	253317	What are your reviews for OnePlus 3?	What is your review of OnePlus (company)?	0
162757	253318	253319	Will I be able allowed to leave the dual degree programme at IIEST just after the btech degree?	Can I leave my BTech/MTech dual degree course after a BTech only?	0
162758	253320	253321	What's the best food and snacks to eat to lose body fat.?	Can eating healthy foods help lose fat and get abs?	0
162759	253322	253323	What are some tips to increase memory power?	What are some tips and tricks to increase concentration power?	0
162760	52956	48941	Are there many Mexican women that like East Asian men (Korean, Japanese, Chinese)?	Generally speaking, do many Mexican women like East Asian men (Korean, Japanese, Chinese)?	1
162761	253324	253325	Why do I always cry when I pray?	Why did I almost cry while praying to god?	0
162762	253326	253327	What are good ways for an expat software engineer to make job connections in Hong Kong?	How do I find customers in Hong Kong for a new software development startup?	0
162763	253328	253329	Who is Buddhist on Quora?	Are there any Buddhists on Quora?	0
162764	253330	253331	Is one direction really over?	Is One Direction over now?	1
162765	146988	27759	Can you actually spy on someone else's WhatsApp account?	How do I hack or spy on someone's WhatsApp conversation?	1
162766	253332	144650	How do I get fit and get rid of body fat?	Fitness: How do I reduce my body fat? See details.	1
162767	253333	253334	I am bcom honours student n I want to do group I which category I should select?	"Acer Acer Aspire One 756 11.6"" Netbook with Intel Pentium B987 Processor. Is it possible to upgrade the cpu?"	0
162768	74583	38063	Is Quora biased against Donald Trump?	Why is Quora biased agaist Donald Trump.?	1
162769	55804	253335	Does a hand job or penis inside the vagina give more pleasure?	What are some of the smallest ultimate things which gives you largest pleasure ?	0
162770	253336	253337	Which channel is best to make money online (Pinterest, Instagram, Facebook)?	Which channel is best to make money (Facebook, Instagram, Pinterest) and which one you prefer?	1
162771	253338	253339	I am a 17-year-old Indian boy. I wish to start investing in the stock market. What procedures related to banks and demat accounts are required?	I'm 26 years old, unmarried and I'm able to save 10k INR every month from my salary. What are the best investment options for 20-25 years?	0
162772	253340	253341	Dear friends do anyone have experience in pearl farming?	How can I do pearl farming?	0
162773	253342	104255	How short is life?	What is life too short for?	0
162774	253343	253344	What are convex mirrors? How are they used?	What is a convex mirror? What are their uses?	1
162775	253345	253346	I told my boss my grandpa was in the hospital, and he went to my brother’s work later and asked him about it. Do I lie about that again or come clean?	I told my brother about my anxiety, and now he's making fun of me. What do I do?	0
162776	253347	253348	Why do enlightened people seek donations?	I feel like I'm hitting the stage of teenage rebellion and apathy in my early 20s. What can I do to stop this?	0
162777	253349	253350	If someone blocked me on IMO then shall check there last login status?	Are you a fuckboi?	0
162778	253351	148257	What are good gifts for a foreign visitor to bring when they're invited to someone's home in Sudan for the first time?	What are good gifts for a foreign visitor to bring when they're invited to someone's home in Singapore for the first time?	0
162779	253352	253353	What are some most motivational photos?	What are the times you are most inspired, most motivated, most charged up?	0
162780	253354	29752	How does Notifications work on Netflix?	Why are Spotify and Netflix not yet available in India?	0
162781	52355	12272	How is school changing in the 21st century in Mexico?	How is school changing in the 21st century in Germany?	0
162782	225706	253355	What are the elements of life that make it complicated?	What are the elements in your life that make it complicated?	1
162783	253356	253357	Can I get admission in any engineering college if I complete my 12th in september via NIOS?	Can I get admission in any engineering college if I complete my 12th in October via NIOS?	0
162784	242537	198666	What are some disadvantages of the informal economy?	What are the advantages and disadvantages of an informal economy?	0
162785	253358	253359	Where are the biggest Ukrainian (origin or language) communities in the United States?	Where are the biggest Russian (origin or language) communities in the United States?	0
162786	253360	253361	When will the public get petabyte hard drives?	Is a 500GB hard drive good?	0
162787	253362	253363	What movies would fans of Donnie Darko also enjoy?	What are some movies similar to Donnie Darko?	1
162788	67555	25733	Why do bad things happen with good people?	Why do evil things happen to good people?	1
