id	qid1	qid2	question1	question2	is_duplicate
113527	185513	185514	What happened to your school bully?	What can happen if you simply tease a student in school and get called out for bullying?	0
113528	185515	37054	What were the major contributions of the political leaders during WW1, and how are the compared to the ones during the Revolutions of 1848?	What were the major contributions of the political leaders during WW1, and how are they compared to the ones during other major armed conflicts?	0
113529	153999	34123	How would I know if she likes me?	How do I know that she like me?	1
113530	185516	185517	How can I prepare my CV?	How do I prepare CV?	1
113531	116915	4291	What will be the consequences of India's surgical strike?	What do you think of India’s surgical strikes that took place against terrorists in Pakistan?	0
113532	185518	185519	How can I speak faster?	How can you speak faster?	1
113533	185520	185521	What are some websites where you can buy, sell, or trade website mockups?	Gandhi fellowship location?	0
113534	185522	36145	What's the most erotic feature film you have seen?	What are the sexiest, most erotic films?	1
113535	185523	185524	What is life like as a cadet in the Officers' Training Academy in Chennai, India?	What are the similarities and the differences in the personalities of lady cadets from the Air Force Academy, Officers Training Academy and Indian Naval Academy?	0
113536	185525	185526	Why didn't EU revive latin language as the lingua franca?	How do I export master data from Profit Books and import it to TallyHow do I?	0
113537	9873	12441	What are ways to commit suicide?	What is the cheapest, easiest, least painful way to commit suicide?	1
113538	185527	185528	What is it in for the Ibibo group employees with the Makemytrip merger / Buyout?	How do Ibibo employees feel about MakeMyTrip acquiring Ibibo?	1
113539	185529	185530	How can I start talking to him again?	How do I start talking to somebody again?	0
113540	185531	185532	What girls prefer in a guy to be a boyfriend looks or talking sense, humour, intelligence, maturity?	What Republican today could not beat Hillary Clinton?	0
113541	185533	185534	What does さあひる mean?	What does 啪啪啪啪 mean?	0
113542	185535	185536	Are any map editors available for FreeCiv, and what are they?	What video editor should I get for gaming?	0
113543	185537	185538	What should I do to be topper of gate 2017?	How should I prepare for GATE 2017?	0
113544	185539	185540	Job profile of sse (signal) in railway?	What is the difference between formal axiomatic reasoning and computation?	0
113545	185541	68899	How is the formula (d^2/162) for calculation of per metre weight of rebar derived?	How do you calculate percentage of weight loss?	0
113546	184782	185542	Which are the best universities in Germany for MS in Electrical engineering?	Which are the best universities in Germany for getting a degree in electrical engineering?	0
113547	24296	1885	How do I earn money online?	What are the easy ways to earn money online?	1
113548	170083	134518	What are the best places for a bike road trip in India?	What are the most interesting places to go on a road trip to in India?	0
113549	185543	185544	How did Albert Einstein learn Physics?	Where did Einstein learn Physics?	1
113550	181617	185545	Why do dogs pee on tyres?	Why do dogs prefer to piss on tyres?	1
113551	185546	185547	What is NEFT and RTGS? Please mention the difference also?	How can I know who has sent me money through NEFT?	0
113552	185548	185549	Is Darren Sproles a good RB 2 for week 10 fantasy football?	Why can't I change the order of songs in iPhone 5s?	0
113553	81607	185550	Why is microbial ecology important?	What is the importance of microbial ecology?	1
113554	73768	81975	What's a way to last longer during sex? (For guys)?	How can I last for a longer time during sex?	1
113555	185551	185552	If Mary Morman had used a HD Digital camera for her picture of the JFK assassination?	Find two natural numbers whose difference is 66 and LCM is 360?	0
113556	185553	185554	What is the business of a business?	What is business to business?	0
113557	185555	120289	How do I prepare for CLAT in 1.5 Months?	How do I prepare for the CLAT?	0
113558	185556	185557	How can I learn Hindi in 10 days?	"How do you say ""dear"" in Hindi?"	0
113559	185558	185559	What is the procedure of filing an FIR?	What is the procedure of FIR?	0
113560	121795	81268	How can you reduce cellulite on your thighs and butt?	How do I get rid of cellulite on my thighs and butt?	1
113561	185560	185561	What sort of large plant, bush, or tree has very shallow roots, that could be planted near a water line/water meter, without causing problems?	What is a Water Plant Operator?	0
113562	185562	185563	What are the best soondubu restaurants in NYC?	What are the best restaurants in NYC I should try?	0
113563	185564	185565	An equilateral triangle is inscribed in a circle. If the radius of the circle is 2, what is the area of the triangle?	A circle with radius 1 is inscribed in an equilateral triangle. What is the area of the triangle?	0
113564	9519	46199	If infinite dark/vacuum/gravitational energy can be created as universe expands, does it mean that their potentiality or potential energy is infinite?	Since more and more dark energy appears does this mean that it is infinite or that the potential dark energy that can be created is infinite?	1
113565	185566	185567	Why does latent factor model (matrix factorization) better than neighborhood model in collaborative filtering?	How can I pursue a recognized formal education in mathematics?	0
113566	185568	185569	What are some references to Albus Dumbledore outside of Harry Potter?	Was Harry Potter religious if he chose to give his son Albus a godfather?	0
113567	185570	29473	What does Stay Woke mean?	What does TGIF mean? How is it used?	0
113568	63537	185571	Is there any problem if my education is with OC and now I got the central government job with OBC reservation?	If I want to pursue my master's from the US, is there going to be any problem with my backlogs?	0
113569	101375	42263	What is the difference between a stock and a share?	Is there a difference between getting equity, stock, shares?	0
113570	143382	185572	What do doctors do when a patient can't pay for life-saving surgery?	What do doctors do when a patient can't pay for life saving surgery?	1
113571	185573	185574	What are the most interesting business ideas for homemakers?	What are some good business ideas for 2016?	0
113572	185575	185576	What is more hygienic: a bath or a shower?	Which is more hygienic: a bath or a shower?	1
113573	46707	12792	What are some best horror movies?	What some best horror movies?	1
113574	185577	185578	Is the Gujarat Commerce BRTS Stop, Ahmedabad operational?	If the value inductance is big, what happens to the output’s voltage?	0
113575	185579	185580	What are the best websites to understand genetics?	What are some of the best websites to learn genetics?	1
113576	84777	185581	How do I treat depression without medication?	What are some good ways to cope with anxiety and depression without using medication?	0
113577	185582	47521	Do animal cells have cell membranes? If so, how does it differ from the one in plant cells?	Do animal cells have cell membranes? If so, how do they differ from the ones in plant cells?	1
113578	185583	185584	Is AM Labs India genuine?	Can India be the Lab of the world like Israel?	0
113579	185585	185586	I have started going gym but I got to know later that he is not a good trainer. Can anyone suggest me what would be the choice further?	What were the best experimental weapons in World War One?	0
113580	21876	1886	Can I earn money online?	How can I earn money on internet?	1
113581	185587	176810	Which business/startup should I start in Nagpur which will have best chances of survival?	Which is the best business to start in nagpur?	1
113582	185588	185589	What would be the output voltage(in mV) of a load cell (0-20kg) if I apply 2kg, 5kg, 10kg and 15kg weights on it, keeping supply voltage at around 9v?	Is Jill Stein calling for three swing states to revote?	0
113583	185590	140325	What are the symptoms and repercussions of bipolar disorder?	What are the symptoms of bipolar disorder?	1
113584	18012	103557	If I smoked 2 weeks ago, how do I pass a drug test?	Will I pass a UA for marijuana if I smoked like 3 hits 3 weeks ago?	0
113585	33032	185591	How do you quit smoking?	How do I quit smoking? How?	1
113586	185592	185593	What is the best way to write a description of myself, to describe myself to other people reading it?	What's the best way to describe grey eyes through writing?	0
113587	65309	185594	What is the expected cut off for the SSC CGL Tier 1 2016?	What is the expected cut off for SSC CGL Tier 1 2016? Will cut off rise as the paper was easy and the vacancies are less?	1
113588	185595	185596	What is wrong with Australia? Can someone tell what truly happened in Manus prison, P. New Guinea and Aussie treatment of immigrant prisoners there?	Does Australia imprison trans women in male prisons?	0
113589	50831	185597	Which is better MBA or CA?	Which is better CA or an MBA?	1
113590	113473	185598	Which are the manga related episodes in 'Naruto Shippuden' anime?	What is a list of anime like Naruto/Naruto Shippuden?	0
113591	185599	185600	What are the main differences between the major religions in the world (Hinduism, Buddhism, Christianity, Islam and Judaism)?	How were all major religions born (Christian, Hindu, Islam, and Buddhism)?	0
113592	185601	185602	"Why and how did ""Mile Sur Mera Tumhara"" attain near national anthem status?"	What is the opinion of Indian forced to stand for the national Anthem?	0
113593	185603	185604	What a kind of human cooperation?	Which is the best iron for cotton clothes?	0
113594	185605	185606	Is Airbnb a massive con?	Which are the largest employers in Mumbai?	0
113595	185607	185608	Can we file tax return in India for previous years? If yes, then for upto how many years can we do so and what is the procedure for that?	I'm in a private limited company in India. I did not file income tax returns from FY 08-09 until now. My auditor says he can file only for FY 1213 and FY 1314. How can I file returns for other, previous years? If the due date has passed, can I still pay interest and tax and file?	0
113596	185609	185610	What is recycling waste tyre/plastic to oil pyrolysis plant?	What is recycling waste tyre to oil pyrolysis plant?	1
113597	185611	185612	Does Amazon provide an API that allows access to the Order History Reports for a corporate account?	"How can I get the user's order history using ""Login with Amazon""?"	0
113598	185613	185614	Why do America Police officers shoot to kill instead of simply to defend themselves, they could shoot someone in the leg. Why is it necessary to kill?	Can a police shoot someone in the leg as they try to run to get away if they are known to be guilty? Do they have to shoot to kill?	1
113599	127522	185615	What are the best ways to start your day?	How do I start my day?	1
113600	185616	53170	If someone rejects your facebook friend request can you send it again?	What happens if someone rejects your Facebook friend request, can you send it again?	1
113601	185617	185618	How do I promote my business and also make new friends on social networking site?	How do I make people aware of my new site	0
113602	185619	48774	How do i reduce my belly size in 1 and a half month?	How can I reduce my belly fat in 2 months?	0
113603	185620	185621	Is 2hands.org a scam?	Is www.nflshopjerseys.org a scam?	0
113604	185622	185623	What country has the smallest population?	Which one is smallest country of the world with population?	1
113605	1619	185624	What is a GDP?	What is GDP? How is it calculated?	1
113606	185625	185626	Which apps require reading bookmarks and browsing history on Android?	Is it possible to find browsing history of a Android phone?	0
113607	106670	185627	What are some cool things to do in Chennai?	"What are the first five things that come to mind about ""Chennai""?"	0
113608	17335	18287	Are the new 2016 MacBook Pros worth the upgrade?	What are your thoughts on the new 2016 MacBook Pro?	1
113609	185628	185629	What is the craziest thing that you ever did in your life with your best friend?	What is the craziest thing you have ever done with your friends?	1
113610	185630	185631	Which are the best places for breakfast in Chennai?	Which is the best place for doing a CA CPT in Chennai?	0
113611	185632	7871	Why do men always flaunt their desirability amongst women?	Why do women flaunt bra straps?	0
113612	111328	185633	What does it mean when a girl stares at me when am not looking?	When I look at a girl, she looks at me, too. Does it mean she likes me?	0
113613	185634	171165	How do people fall in love and what are its indicators?	How do people fall in love and what are the indicators?	1
113614	185635	185636	How do I change the Python version in Spider?	How do I change the pre written script on Python?	0
113615	80064	185637	What is after infinity?	What comes after infinity?	1
113616	42596	65730	Setting aside religious teachings, what do you consider as possible evidence for life after death?	What evidence supports life after death?	1
113617	185638	185639	Which is the best hotel for unmarried couples in paharganj?	Which is the best hotel for an unmarried couple in Paharganj?	1
113618	74990	185640	How did Sunny Leone become a porn star?	How do I become a male porn star? I am 20yr old Indian living in India?	0
113619	185641	83645	Will the European Union fall and disintegrate?	Is the European Union a failed project?	0
113620	185642	185643	Is there life beyond Earth in our Solar System?	How many cities are on Earth?	0
113621	79641	15671	How did Trump win the presidency?	How and Why did Donald Trump win the election?	1
113622	74142	185644	Versus: Who would win in a fight between the Avengers and Justice League?	The Avengers, The X-Men and The Justice League: If these three groups were ever to fight it out, which one of them would stand the best chance of winning?	0
113623	185645	170286	How hard is it to get a full scholarship at MIT for international students?	What do an international student need to get a scholarship for MIT?	1
113624	185646	185647	If you accidentally leave something behind (of financial value) in a hotel, will the hotel try to remind you that you left something there?	Do hotels know if you have taken something from the mini-bar but replaced it with a new one?	0
113625	2559	2712	What are the best ways to lose weight?	What are the best way of loose the weight?	1
113626	185648	185649	which sector is good to start a career, corporate sector or banking sector?	Which sector is better to start a career, corporate sector or banking sector?	1
113627	185650	83255	If Hitler’s Germany hadn’t attacked the Soviet Union, would the Allies have won WW2?	What if Germany had not attacked the Soviet Union during WW2?	1
113628	185651	32274	What is the best graphics card for PC Gaming?	What is the best gaming graphics card?	1
113629	185652	185653	Can we convert one element to another element?	How do I search element from one array is present in another in optimized way?	0
113630	185654	185655	Which is worse: eternal annihilation or retaining eternal consciousness?	Is there any historical evidence that the slave institutions in Africa were more established than the slave institutions in other nations?	0
113631	123871	185656	What is the best magazine for current affairs?	What magazine is best for current affairs?	1
113632	185657	185658	What is it like to work at Snapchat?	Is working at Snapchat a risky choice?	0
113633	185659	185660	What strikes first time visitors as special or unusual when they arrive in Nehe, Heilongjiang, China?	It's sound different around the world?	0
113634	185661	185662	Did Elvis Presley write his own songs?	Did Michael Jackson Own Elvis songs?	0
113635	74842	185663	What should you do if your gmail account is hacked?	What do I do when my Gmail has been hacked?	1
113636	185664	185665	What are the common mistakes of language learners?	What are the common mistakes made by people learning a foreign language?	1
113637	20454	69963	My Instagram is showing past users I've searched before when I type the first 2 letters even after clearing the history. How do I delete or restore that?	How can I delete the suggestion in search instagram?	0
113638	6280	141146	My face has gained a lot of fat .How do I reduce it?	How one can reduce the face fat, i.e. the fat on cheek muscles?	1
113639	185666	185667	What is the best poem you have?	What are some of the best poems in India?	0
113640	185668	185669	What is a crown and pinion?	What are crown and pinions used for?	1
113641	185670	185671	What are the promotion chances of AE - Computer Science in UPPCL?	What are promotion chances of AE in UPPCL?	0
113642	5214	118673	If energy is not conserved in an expanding universe, can infinite energy be created? Is it potential energy or potentiality infinite?	If infinite (dark) energy can appear with expansion, is it infinite? Or at least potentially infinite?	1
113643	185672	57259	Why are cigarettes legal and cannabis are ilegal?	Why is smoking cigarettes still legal?	0
113644	185673	185674	How dos MnO2 react when it's heated with KClO3?	How can you find the charge of MNO2?	0
113645	185675	158317	Why do guys often hesitate to ask a woman out, or to let her know he likes her?	If a guy asks a girl out does it mean he likes her or just being friendly?	0
113646	185676	185677	How do I stop being jealous cause it's making me and my husband fight	How can a woman stop being jealous of her husband?	1
113647	185678	185679	Could any one share the Matlab code to find overshoot, settling time, and rise time of fourth order control system?	How do I find the time delayed version of a signal in MATLAB?	0
113648	185680	185681	What is the difference between face value and book value in shares?	What is the difference between face value, market value and book value of a stock?	0
113649	157565	185682	What are some interesting apps?	What are the best and interesting apps?	1
113650	185683	185684	Does stretching before you sleep help increase height?	Does stretching your spine gives you permanent height?	1
113651	145726	79453	How do I improve my reading comprehension in English?	How do I improve my reading comprehension in the GRE?	0
113652	44862	185685	What is the experience of working mothers in India with kids under 5 years of age?	I am an eighteen year old Indian male with a height of 5'6 and a weight of 54 kg. Am I too short? What are some tips to increase my height?	0
113653	185686	185687	What is some advantages and disadvantages of a monarchy?	What is a monarchy? What are the advantages and disadvantages?	1
113654	185688	185689	How do I talk with my histrionic, manipulative mother?	My mother and grandmother don't talk with each other. What should I do to make them talk again?	0
113655	185690	162051	How can one make a career in sports?	How can I make a career in sports ?	1
113656	185691	185692	What are your top ten favorite movies?	What are some of your favorite movies?	1
113657	185693	185694	What is the direction of induced electric field due to changing magnetic field?	What is the direction of induced magnetic field due to changing electric field?	0
113658	38508	23783	Fix@~ 1.8009315079 AVG Antivirus technical support phone number?	Can you suggest to me about any AVG Antivirus best tech support service for USA?	1
113659	130215	185695	What are some tips on making it through the job interview process at Real Industry?	What are some tips on making it through the job interview process at Stag Industrial?	0
113660	185696	185697	What font does WhatsApp use?	How do I change the font in WhatsApp?	0
113661	185698	185699	Why aren't there traditional namespaces in TypeScript? How do I rewire my brain to think without namespaces for organizing related classes together	Why is access modifier in namespace not a part of C++ standard?	0
113662	185700	185701	Why does the UK have a monarchy and the US does not?	Is monarchy in the UK against the democratic principals?	0
113663	5979	9164	Which is the best institute for GMAT preparations in Delhi?	What are best and reliable institutes for gmat in Delhi-NCR?	1
113664	9349	49639	How can I improve my English writing skills by myself?	How do I enhance my English writing skills?	1
113665	123810	92887	As a novice writer, what are some tips to get beyond writer's block?	How do you get over a writers block?	1
113666	185702	185703	What are vision and mission statements?	What are your personal/professional/business vision/mission/purpose statements?	0
113667	157102	185704	What personality disorders are common in children of Narcissistic parents?	What are the common traits of children whose parent(s) had narcissistic personality disorder?	1
113668	185705	185706	How many hours of deep vs light sleep as defined by Jawbone should you get?	How many minutes of deep and REM sleep are best?	0
113669	185707	185708	Is it possible to lose 30 pounds in 6 months? What should I do?	How can you effectively lose 30 pounds in 6 months?	1
113670	185709	185710	Why do women's pants ride up so much when sitting down? How do you prevent it?	Why do pants always ride up or down when you are sitting or doing other movements?	1
113671	185711	185712	"Why did Christian Bale not take interest in ""Batman vs Superman: Dawn of Justice""?"	Do you think that Batman vs. Superman will be good knowing that Christian Bale won't be playing as Batman?	0
113672	150964	185713	What does it mean if my period came 10 days early?	What does it mean if my period is four days early?	0
113673	185714	185715	How do I learn MVC request and application life cycle?	Why can't most of the Indian adults get a partner on their own?	0
113674	185716	185717	How can I impress my math teacher?	What is your incest story?	0
113675	168740	24396	What's the meaning of life?	What is a meaning of life?	1
113676	185718	185719	Is it possible for the Friends TV series to continue? Could Season 11 be made now?	Why are there only 10 seasons in a tv series?	0
113677	185720	185721	What is a good modern Indian baby girl name that starts with M?	What is a good modern Indian baby girl name that starts with V?	0
113678	185722	185723	How do I convert CGPA to percentage under Mumbai University rules?	How do you convert Mumbai University percentages to US 4 point GPA?	0
113679	147373	185724	Has anyone had any success using onion juice to regrow their hair?	How do I use onion juice for hair growth?	0
113680	26880	70175	Which celebrities are there on Quora?	Who are some celebrity users of Quora?	1
113681	185725	185726	Do I use an Arduino or an ARM based Launchpad board for my commercial project? I want to use a board for an Industrial Project.	Does vichitra zawar has an anecdote for every question or he looks at life too philosophically?	0
113682	185727	185728	Why are Bollywood movies banned in Bangladesh?	What are some Bollywood Movies that were banned in Pakistan?	0
113683	32283	37288	What is procedural language? How is it best used?	What is procedural programming?	1
113684	185729	185730	Someone breaks into your house with a gun. What are you not legally allowed to do to them?	What are some legal ways to get back at someone without breaking the U.S. law?	0
113685	15506	110047	What do you want to accomplish before you die?	What is the one thing that you want to do before you die?	1
113686	185731	185732	What do you say to a girl who's playing hard to get?	I really like this girl, but she is playing hard to get. What should I do?	0
113687	6671	51949	Who is better Trump or Clinton?	Who is better between Hillary Clinton and Donald Trump as a US president?	1
113688	185733	185734	How do changes in price affect the quantity demanded?	How do changes in income affect the demand for a good?	0
113689	114015	185735	How can I convert SWF files to PDF?	How can I convert an ACSM file to a PDF?	0
113690	185736	185737	How do you make Yoshinoya chicken?	If I purchase a product from Amazon in USA but use it in India, is the warranty valid in India?	0
113691	185738	185739	Do Skullcandy headphones come with built-in volume control?	How do you fix SkullCandy earphones?	0
113692	185740	185741	What are the best dialogues from the movie Masaan?	Which movie has the best dialogue in Bollywood?	0
113693	185742	97938	What is the difference between cellular respiration and fermentation?	What are the similarities and differences between photosynthesis and cellular respiration?	0
113694	185743	185744	What is your biggest wish from life?	What is your biggest wish in your life?	1
113695	185745	185746	How many siblings did Leonardo da Vinci have?	Did Leonardo da Vinci have a son?	0
113696	185747	13032	Which are good Github project where novice programmer can contribute?	How do I contribute on GitHub?	0
113697	185748	185749	What is the best site that gives casino free spins?	What are the best casino free spins online?	0
113698	62206	10410	Is sex important in a relationship?	Is sex really important in a relationship?	1
113699	81207	170707	Where can I start learning hacking?	Where do I start learning hacking?	1
113700	185750	185751	Do we eat to live or live to eat?	How can I eat healthy if I live in barracks?	0
113701	185752	185753	What is colonialism?	What is colonial rule?	0
113702	154942	185754	How do I retrieve deleted messages from another phone on my account?	How can one retrieve deleted messages from a sim?	0
113703	185755	185756	When does a lead become sales-ready?	When does a lead become sales-acceptable?	1
113704	185757	185758	How long after completing rabies PEP (cat II exposure - vaccine only) can I accept that I won't develop the disease?	I can't finish Cognizant's eugenics. It's showing that I have only completed 33% even after its completion. What should I do?	0
113705	106883	152697	How will the demonetization of 500 and 1000 rupee notes affect the value of INR against USD?	Will demonetization of Rs 1000 and Rs 500 help in decreasing the INR to USD currency?	1
113706	185759	185760	How much time does TCS take to give the off campus fresher offer letter?	How much time does TCS take to give the off campus freshers the joining letter?	0
113707	185761	185762	What makes Pez candy so addictive?	What are some online courses/resources to help learn the concepts in Cracking The Coding interview?	0
113708	95672	185763	What is the difference between Indian ethnic wear and Western wear?	Can I buy any ethnic wear with 600 rupees?	0
113709	185764	50465	How can one pass a hair folicle test for meth when you are dirty?	Can you pass a urine test for meth with Suragel?	1
113710	185765	185766	What are your experiences with an astrologer?	What experience do you have and what do you think sells more: Vedic astrology, Western astrology or palmistry?	0
113711	78377	17683	Did the US really land on the moon? If yes what proof do we have? (Except photos and all)?	What are some of the best evidence that we really did land on the moon?	1
113712	95901	49266	How can you make money on YouTube?	How do people earn money from YouTube?	1
113713	185767	185768	What is the most beautiful tourist destination in the Chhattisgarh?	What are the most beautiful and untouched tourist destinations in Chhattisgarh?	1
113714	185769	185770	What is your spirit animal and why?	What does your spirit animal look like?	0
113715	110563	185771	How do I switch graphic card from intel to amd in window 10?	Which is the best graphics card (1 and 2 GB) to opt for Windows 10 PC with 4 GB RAM?	0
113716	185772	185773	Is there any way to control your anger?	What is the best and the easiest way to control your anger? How do you ensure that anger does not impact your subsequent activities?	1
113717	55070	185774	What do you think about the Indian Government policy of not circulating INR 500 and INR 1000?	What do you think about the BJP government not making the black money list public?	1
113718	185775	185776	Why don't I like college students?	Why do college students drink?	0
113719	185777	185778	What is coronary heart disease?	What is ischemic heart disease?	0
113720	185779	185780	Can you kill a full-grown grizzly bear with a shotgun?	How many fully grown men do you think could kill a grizzly bear with their bare hands?	0
113721	116997	185781	Any ideas on some fun farewell party games for 12th graders?	What are some crazy or interesting iitian's story at Freshers-Party, Job-Party or Farewell Party?	0
113722	23230	24233	Why is Saltwater taffy candy imported in Switzerland?	Why is Saltwater taffy candy imported in South Korea?	1
113723	185782	185783	What things can I do if I have someone's IP address?	Of what things can I get control of by knowing someone's IP address?	0
113724	185784	185785	Why are lions classified as mammals?	How are mammals classified?	0
113725	185786	185787	How can I delete my Dramafever account?	How can I discreetly tell my parents that I've been depressed for the past 4-6 years?	0
113726	185788	185789	Is there any year back system in CBCS?	Is it possible to study in the UK system until Year 10, switch to US system, grade 10 (UK Equiv. Year 11) and then go back to UK system 6th Form?	0
113727	185790	185791	What happens to your body when you starve?	What biological changes occur to our body after we are dead?	0
113728	185792	185793	Is suicide punishable by death?	Where is attempted suicide punishable by death?	0
113729	185794	16429	What is the difference between electronics and electrical engineering?	What is the difference between Electronics Engineering and Electrical Engineering?	1
113730	42047	5792	How should I control my emotion?	What is an effective way to control emotion and how do you release your negative emotion?	1
113731	185795	185796	What are six things you could never do or live without?	What is the one thing that you can't live without and Why?	0
113732	185797	185798	What causes your skin to itch?	Why do some narcotics cause your skin to itch?	0
113733	185799	185800	Which is the best chocolate brand, especially dark chocolate?	What are the best dark chocolate brands?	1
113734	97442	23379	What are some of the most anticipated movies of 2017?	What are the most anticipated movies of 2017?	1
113735	185801	185802	How do I do video call in Moto G3 using cellular network?	How can I use multi user mode in Moto G3?	0
113736	185803	185804	What are the unknown facts about Mr. Bean, the comedy character?	What are the unknown facts about Mr.Bean?	1
113737	185805	121265	How can I get a job at IBM?	How do I get job in IBM?	1
113738	185806	67162	What is the difference between ば and たら?	"What is the difference between "";"" and "",""?"	0
113739	185807	185808	"What are the lyrics to the clapping game song ""Miss Mary Mack""?"	Are the lyrics important in EDM songs?	0
113740	185809	185810	Why is reverse upside down smiley introduced by WhatsApp? What does it signify?	How do you make the sad face with tears emoji using keyboard symbols?	0
113741	55086	73769	How do men last longer in bed?	What should I do to last longer in bed?	1
113742	185811	185812	What is difference between package and repository?	What is the difference between facade, proxy and repository design patterns in software development?	0
113743	185813	185814	How do I become rich at age of 17?	How do I get rich after the age of 40?	0
113744	185815	185816	How do I study without getting sleepy?	How can you use Stoicism to address perfectionist driven procrastination?	0
113745	145120	185817	How do I overcome depression without professional help?	Has anyone overcome depression by themselves without external help?	1
113746	44626	185818	What are some problems big or small people face that need solving that I can make money on?	What are the problems people generally face while traveling in a government bus or waiting for the bus in bus stop that can be technologically solved?	0
113747	185819	178869	Which country has the tastiest cuisines?	Which country has best cuisine?	1
113748	185820	185821	How is a memory allocated for a value type in C#?	How is memory allocated to the variables in C?	0
113749	115642	185822	What universities does American Tower recruit new grads from? What majors are they looking for?	What universities does Towers Watson recruit new grads from? What majors are they looking for?	0
113750	185823	158778	Who should become an actuary?	What is the best way to become an actuary?	0
113751	185824	185825	Why is the petrol price still so high in India (65Rs/litre) although the crude price has fallen drastically to $40 per barrel?	Why is aviation fuel cheaper than petrol in India? Why has Modi failed to transfer the benefit of low crude oil prices to the common man?	0
113752	185826	185827	When and where was the bicycle invented?	Who invented the bicycle?	0
113753	185828	183011	How can I satisfy my girlfriend with sex?	How do I satisfy the girl during sex?	1
113754	185829	185830	What do you do when you realize during your last year of college that you actually hate the major you've chosen?	What is it like to change your major during your final year in college?	0
113755	112897	185831	What is the fee structure of TIME Institute for CAT classroom training in delhi?	What is the fee structure of TIME Institute for CAT classroom training in kerala?	0
113756	21648	91870	Where can I get a list of Australian family offices?	Where can I find a database of Australian family offices?	0
113757	185832	45639	Why are some people reluctant to stay at an airbnb instead of a hotel?	If Airbnb is just as expensive as a hotel, why do people live there?	0
113758	185833	185834	One amp equals how many watts?	How many amperes equals to 2600 mAh?	0
113759	185835	185836	How would you describe American parenting culture?	How do you describe American parents?	1
113760	185837	185838	Am I the only one who’s sick of feminists?	I have an alternate schedule for my physical exercise and home stay, but I drink almost equal amount of water in the both cases. Is that good? What is the ideal amount of water for each case?	0
113761	185839	185840	What are some of the most mind-blowing facts about Ronaldo?	What are some of the mind-blowing facts about Cristiano Ronaldo?	1
113762	185841	185842	I am preparing for privative cooperative bank interview, can anyone tell me about interview questions?	How do I convert a single position air cylinder to multi position cylinder?	0
113763	13749	40173	How will scraping of 500 and 1000 rupees notes help in curbing corruption and black money?	Will the decision to demonetize 500 and 1000 rupee notes help to curb black money?	1
113764	185843	14639	What would happen if all the humans/brains in this world were connected like neurons in a human brain?	Is it possible for the human brain to crash like a computer? What would happen?	0
113765	18918	5882	Why do my questions on Quora need improving?	Can people still see questions that are marked as needing improving?	1
113766	185844	63463	Why is the the Indian Ocean named as such?	Why Indian Ocean named under India?	1
113767	185845	185846	Where can I order Eastenders Tobacco (yellow) in India for home delivery?	What is the delivery model of FoodPanda in HK? Are they just listing the restaurants which already do home delivery?	0
113768	76422	185847	In Camus' The Fall, was Clamence simply talking to himself the entire time?	What book similar to The Fall (Albert Camus) do you recommend?	0
113769	185848	185849	Can a country run without president?	I remember reading about a country that elected no president, and has been running fine for several years now without one. Does anyone know of it?	0
113770	2681	1121	What are some good places to visit in Kerala on tour?	What are the best places to visit in Kerala for college students?	1
113771	185850	185851	What should a person with NAFLD know?	He said I dont start anything sexually, and that I dont react to his body the right way, im way new to this stuff..what am I doing wrong?	0
113772	185852	185853	Is there a modernist reform movement in Jainism?	What do you think of Jainism?	0
113773	151925	4375	Are Bob Ross' paintings worth anything?	How much is a Bob Ross painting worth? How much should I bid on eBay?	0
113774	185854	185855	Can the existence of God be proven by reason?	Can the existence of God be proven scientifically?	0
113775	185856	185857	When itemizing can you deduct state capital gains taxes from federal taxable income?	I am an NRI having income from property, FD and capital gains. Do I need to file a balance sheet with the income tax return in India?	0
113776	156420	83082	What is the best lesson we should learn from life?	What is the best lesson you have learned from life?	1
113777	185858	185859	Should I go to TechStars / YC or get a college degree?	What is the best approach to get into YC?	0
113778	26703	502	How can I recover my Gmail account's password?	I do not remember my password to my Gmail account, how can I recover my account?	1
113779	185860	185861	How can you determine the melting and boiling point of nitrogen?	How are the melting and boiling point for nitrogen determined?	1
113780	91229	185862	What topic on Quora has the most followers?	Which topics on Quora are the most popular and have the most followers?	1
113781	185863	185864	How can I use Reliance Jio sim in Microsoft Lumia 540?	Poor become rich stories?	0
113782	94888	53277	Can you tell if a person is gay?	How can you tell if someone is gay?	1
113783	9003	159729	Why was Cyrus Mistry removed as the chairman of Tata Sons?	Why did Ratan Tata remove Cyrus Mistry?	1
113784	185865	185866	What makes a word a curse word?	What makes a curse word a curse word?	1
113785	67879	92413	How can I stop myself from wasting time on the net?	How do I stop wasting my time on the internet?	1
113786	185867	185868	What is the difference between Latisse and Careprost for eyelash growth?	Are there dangers to using products that promote eyelash growth?	0
113787	185869	185870	Is it possible to get buff without the use of protein powder or such?	How can I build a IA bot that can do things like IBM Watson? (ie: summarize a website to find a cure to cancer, inventing a new recipe…)	0
113788	1327	80069	Is the US election rigged?	Are the US elections rigged?	1
113789	185871	185872	Gillian Anderson: Have you ever felt the need to indulge in BDSM like activites? Or mild-BDSM like dominating your partner and derived sexual pleasure from that?	How can I meet a girl who likes mild BDSM?	0
113790	185873	185874	What are your worst experiences with Indian Railways?	How is the life of Railway Guards in Indian Railways?	0
