id	qid1	qid2	question1	question2	is_duplicate
104533	28063	172581	Do you think Donald Trump will make a good U.S. President?	Does Donald Trump have any potential to be a good president?	1
104534	172582	172583	Given an array of N integers, how can we find the number of all increasing subsequences in O(N*Log N) time?	Given an array of N integers, how can we find out the number of increasing subsequences of length 2,3,4,..., k (K <= N) efficiently?	0
104535	172584	172585	What are some early warning signs of a tornado coming?	What are the signs a tornado is coming?	1
104536	172586	106279	Is Lionel Messi a good leader?	How good is Lionel Messi?	0
104537	172587	172588	What does it mean when you dream about someone you don't know or have any communication with in real life, but you’re dating them in the dream?	Have you ever told someone that you love them but you're not in love with them? What do you mean?	0
104538	172589	172590	What are some of the plants found in the Arctic? How do they adapt to their environment?	I am bad at numbers, is there something wrong with me?	0
104539	156275	22467	Should I buy an iPhone?	Why would you buy an iPhone?	1
104540	172591	172592	If Pluto is not a planet, what is it?	Is Pluto a planet? 	0
104541	172593	172594	Which iPhone should I get my 12 year old girl?	My 12 year old daughter wants an iPhone but I don't know which one I should get. What should I get her?	1
104542	172595	172596	What's an addiction that has benefits?	What are you addicted to?	0
104543	172597	96927	How can I be famous on Quora? \U0001f602\U0001f608\U0001f60e	What is the best way to be famous on Quora?	0
104544	172598	172599	What should I do about my college?	What didn't you like about your college?	0
104545	172600	172601	What is the easiest way to calculate centripetal acceleration?	Is centripetal acceleration linear?	0
104546	172602	172603	When I'm extremely nervous, people think I have problems with them and fight them or intimidate them?	How should I start communication when I meet a new person or am around new people, how to be frank with them and make them enjoy my company?	0
104547	172604	172605	What is the best chair?	What is the best chair in the world?	1
104548	172606	172607	Which platform is used in cloud computing?	What is cloud computing mostly used for?	0
104549	22708	62435	What are the top 10 websites you visit everyday?	What are the top 10 addictive websites for you?	1
104550	172608	172609	How lazy are you?	How lazy one can be?	0
104551	102780	172610	How do I contact someone on Quora?	Is their any way you can PM someone on Quora?	1
104552	172611	110513	"How do I fix ""Could not demultiplex stream"" on video playback?"	How do I install GCC 4.9.0 in Ubuntu 14.04 LTS to compile C++?	0
104553	172612	172613	How can I prepare for English on the CAT?	Will my English become better during preparation of CAT?	0
104554	103022	172614	For how long will reservation system for backward castes continue in India?	When will the present reservation policy stop in India?	1
104555	172615	172616	What countries have the best work-life balance?	Which country has the worst work life balance?	0
104556	1669	95707	How can I wake up early in the morning?	How do I get up early in the morning?	1
104557	172617	172618	If Trump becomes president, he said he will overturn the same sex marriage decision by the supreme court. Can he do this?	Wold same sex marriage be banned/reversed under a Trump presidency?	1
104558	172619	172620	Did watching American Beauty change your life in a deep way?	Who is the person who changed your life in a positive or negative way?	0
104559	172621	172622	What is the difference between level 5 and level 6 at Amazon?	What is the average salary for a Web Content Developer Level 4 and Level 5 at Amazon India?	0
104560	172623	172624	Who was the captain of Islamic troop while they attack Spain?	"Why would some people accuse Dhoni of ""abandoning a sinking ship"", while they were the same people who said words such as, ""He should be dropped as captain""? Why is there such a hatred around him?"	0
104561	45348	3340	Why is caste system prevalent in India?	Why caste system still survive in India?	1
104562	172625	172626	How do you secure military manufacturing contracts?	What makes some women so fertile?	0
104563	172627	172628	How do magicians do their tricks?	How does a magician do their tricks?	1
104564	172629	172630	What is photoshopping?	Why is Photoshop called Photoshop?	0
104565	172631	172632	Which dietary laws is most strict between Halal (Muslim) and Kosher (Jew)?	Are kosher meat and halal meat that muslims consume are obtained more or less the same way? Do they inflict less pain than traditional methods?	0
104566	172633	172634	What salary can I expect after a master's in computer science from Germany?	What salary can I expect in germany after a master's in computer science from Germany?	1
104567	172635	40731	Why wasn't there an insurgency in Germany after the end of World War II?	How did the World War II end?	0
104568	172636	172637	Can meditation make you grow taller?	Can meditation make me grow taller?	1
104569	158173	172638	How much far a space shuttle can go?	Could a space shuttle go to the moon?	0
104570	172639	172640	What is demonetisation?	What do you mean by demonetisation?	1
104571	172641	172642	"Politics: How different is ""right and left"" in the United States from Europe?"	What do the people in United States think about the Left wing politics?	0
104572	172643	172644	How to make a mapping diagram?	How do you make a mapping diagram?	1
104573	172645	42155	What about taking M.S from germany after completing B.Tech in mechanical engineering from kerala?	What is best career plan after completing graduation in b.tech (mechanical engineering)?	0
104574	172646	172647	Why do humans enjoy looking at sunsets?	What is the best place in the world to watch a sunset?	0
104575	172648	172649	What do Bengalis think of people from Odisha?	What do other state people think about Odisha?	0
104576	172650	172651	I sent a message in whatsapp it has two grey ticks but the recipient has been online since I sent it. Why has it not been delivered?	Yesterday I sent 4 messages and they got 2 grey ticks. Today I sent a message and it got 2 blue ticks. What's going on?	0
104577	4550	78084	What are your 2017 New Year’s resolution(s)?	What's your New Year resolutions for 2017 and what will you do to accomplish your goal?	1
104578	102604	172652	What is the fastest way to double your money?	What are the fastest practical ways, you follow, to earn money?	0
104579	172653	172654	Is there any demand for chemical engineering?	What is the demand in chemical engineering?	1
104580	110664	85734	Will there be a war between India and Pakistan?	Will there be any war between India and Pakistan?	1
104581	172655	172656	What color should I do my nails?	What color should I paint my nails?	1
104582	172657	172658	How does sccm work? I am trying to understand how SCCM copies app installallation files from server to a node.	What is a file server and how is it different from a database?	0
104583	56403	172659	How do I get a job in VLSI companies?	What are the required courses in the field of VLSI that students must take to get jobs in professional companies?	1
104584	49528	172660	Why are constellations useful?	How are constellations used to organize the night sky?	0
104585	14772	26185	Why do people ask questions on Quora instead of Googling it?	Why do people ask such questions here on Quora which could be easily found on the internet?	1
104586	172661	21085	What is the difference between eel sauce and oyster sauce?	What is the difference between sauce and ketchup?	0
104587	172662	172663	What is your feedback about the Volkswagen Vento Automatic Petrol?	How do you activate Rear fog lights in a Volkswagen Vento?	0
104588	26054	38	Why are there so many people using Quora to answer questions that can easily be found with a simple Google search?	Why do people ask Quora questions which can be answered easily by Google?	1
104589	172664	172665	When will IBM start pool receuitment drive for freshers of batch 2017?	Is IBM good enough for a fresher?	0
104590	172666	172667	What would happen if the amount of oxygen in Earth's atmosphere was doubled instantly?	What would happen if the oxygen levels on earth increased by 75%?	0
104591	172668	172669	Should a 19y guy be concerned after being unable to hold up few minutes to find a bathroom, pissing his pants, and being unable to stop the urine?	Foreign Minister Name AT present?	0
104592	172670	172671	How do I deal with my trust issues?	How can I fix my trust issues?	1
104593	172672	2940	What are good business ideas with low investment in India?	What are some best business ideas with minimum investment?	1
104594	172673	172674	How is the unofficial Gojek app ('APK mod') different than the official Gojek app?	How does Gojek generate revenue?	0
104595	172675	172676	Is Julian Assange dead, as of 17 Oct, 2016?	Is Julian Assange still alive?	1
104596	122950	9632	How is the prime minister more powerful than the president in India?	Compare the powers of President and Prime Minister of India?	1
104597	172677	122026	How can I transfer messages from android to iOS?	How do I transfer WhatsApp chat messages from my Android phone to an iPhone?	1
104598	172678	172679	What do they call it when you get beat on a big play and you act injured in football?	Aja Naomi King: So you have made it big in acting! Do you feel finally that this is were you belong and this is what you wanted always?	0
104599	59415	76309	What are the best photos taken from a phone?	What are the best photos you've taken using a smartphone?	1
104600	59419	172680	What is the logic behind scrapping of 500 and 1000 rupee notes by the Indian Government?	Why did the Indian government develop a 1000 rupee note but developed 2000 rupee note?	1
104601	172681	172682	Which is the best tablet under Rs. 5000?	What is the best tablet under Rs. 20000?	0
104602	172683	172684	How much money do you actually need to live like a millionaire as portrayed in the media?	How much money is needed per month to live in india?	0
104603	172685	172686	"Why are Kombanwa and Konnichiwa both spelled (in hiragana) with a ""ha"" on the end and not a ""wa""?"	Japanese (language): What are the most useful rules to know for using が (ga) versus は (wa)?	0
104604	172687	70919	Will you vote (or not) in the 2016 US presidential election? Why?	Which candidate in the 2016 U.S. presidential election do you support?	0
104605	172688	172689	How do you measure rain?	How is rain measured?	0
104606	172690	172691	What are the negative effects of racial propaganda?	"How did Yuvanashva violate Pulomi in ""The pregnant King"" by Devdutt Pattanaik?"	0
104607	172692	166455	"Is there a secret hiding space in between the walls of the White House like they showed us in ""Olympus Has Fallen""?"	Do the US Secret Service actually watch movies like Olympus Has Fallen and learn from their mistakes?	0
104608	172693	172694	Can you see psyllium husk in your stool?	Can psyllium seed husks be used to easily fill one up and provide one with a source of almost zero-calorie food?	0
104609	4037	8037	How can I earn from online?	How do you make money online?	1
104610	172695	172696	How is the IITB Energy Engineering program?	I got Energy science in engineering at IIT Bombay for my M.Tech program. Is it good over there and why?	0
104611	172697	172698	How is the Catholic Bible different from the Protestant Bible?	How can you identify a Catholic Bible and how is it different from a Protestant Bible?	1
104612	172699	172700	What does it mean if your right hand is itchy?	My right eye turned red although it's not itchy or pain. What's happening?	0
104613	172701	30465	Which is the best smartphone under Rs.4000?	Which is the best Smartphone under INR 15000 ?	0
104614	172702	172703	God is not watching right?	Is money your god?	0
104615	172704	172705	Do parallelograms have rotational symmetry? Why or why not?	What is the symmetry of a parallelogram?	0
104616	172706	172707	Why does penis bent?	What should I do if I have a bent penis?	0
104617	172708	172709	Does Lionel Ritchie drink alcohol?	Why do people like alcohol?	0
104618	172710	172711	Who is the protagonist in A Song of Ice and Fire?	Who is the main antagonist in A Song of Ice and Fire?	1
104619	172712	38154	Does ‘evil’ exist?	Does evil exist?	1
104620	172713	9837	Which is the best mobile in 10000?	Smartphones: What is the best phone to buy below 10k rupees?	0
104621	172714	97603	Will masturbation affect my muscle growth?	Does masturbation affect muscle growth when working out?	1
104622	172715	155476	Where can I watch season 1 of Suits?	Where can I download Agents of S.H.I.E.L.D. season 2 complete 1080p (From Torrent in between 12-15 GB)?	0
104623	172716	172717	How do you print a linked list backwards using recursion with classes?	How can I print 1 to 100 in C++ without a loop, goto or recursion?	0
104624	46199	9520	Since more and more dark energy appears does this mean that it is infinite or that the potential dark energy that can be created is infinite?	If more vacuum gravitational and dark energy is created as universe expands can infinite of these be created as they appear without limit?	1
104625	172718	172719	Did trump research rightwing media for an entire year to determine the rhetoric of his campaign and fool republicans and Dems alike to win presidency?	IS 48k pound pre tax a good salary for 3 people to survive in london?	0
104626	172720	172721	How much bandwidth does YouTube consume daily and monthly and how much does it cost?	How much bandwidth does a YouTube video use?	1
104627	172722	172723	You have 4.196 seconds to live, what will you think about?	How can I deal with the death of a grandparent?	0
104628	9007	30021	How could I be fluent in English?	What the best way to improve English?	1
104629	77413	172724	What is hard drive?	What is a hard disk? What are the functions of a hard disk?	1
104630	31868	4950	Why do people ask questions on Quora while They can get all the answers by Googling?	How come people on Quora ask questions here, when they can get them on Google and why is Quora just a question/answer site, will it expand?	1
104631	90076	172725	What does the? Mean in ruby	"What does the "" ! "" in Ruby mean?"	0
104632	118162	172726	What are some practical skills every man must know?	What are some life skills which every modern man should possess?	1
104633	29152	23147	How would changing the 500 and 1000 currency notes help indian government in dealing with corruption?	How will banning Rs. 500 and Rs. 1000 notes help in overcoming corruption in India?	1
104634	172727	172728	What are you good at?	What are you good at? How?	1
104635	172729	3664	What can I do with my life, and when I can do?	How do you find your life's purpose?	0
104636	172730	172731	What is the importance of using Yahoo7 Mail?	How can I import an OLM into Mac Mail for free?	0
104637	172732	172733	Will there be another Breaking Bad series?	How will the Breaking Bad series end?	0
104638	172734	172735	How do I irritate someone?	Which is the best way to irritate someone?	0
104639	40959	172736	What are some ways to make money from home?	How do you earn money from home?	1
104640	172737	172738	How can I develop my programming skill for placements?	How can I develop my programming skill?	0
104641	3349	56302	Is it true that the new Rs. 2000 currency notes in India will have a nano GPS chip?	Is it true tat the new 2000 denomination currency has some Nano GPS chip? Or is it a rumour?	1
104642	172739	172740	What are some good romance animes?	What are the best romance anime?	1
104643	108225	91791	What are some things new employees should know going into their first day at Worldwide Resources?	What are some things new employees should know going into their first day at CBS?	0
104644	9931	35239	How can one overcome porn addiction?	How can I overcome my porn addiction?	1
104645	172741	172742	What are some algorithmic trading strategies?	What are algorithmic trading strategies?	1
104646	172743	172744	How do you use jQuery validate plugin for an input field that's not inside a form?	Why is $ used in jQuery?	0
104647	172745	50422	What have we gained from demonetization?	Is demonetization (demonetisation) in India a failure?	0
104648	172746	172747	Which website shows how much internet companies of specific types were sold for?	Which website shows how much internet companies of specific types were sold for recently?	1
104649	10472	5745	Can time travel ever be possible?	Is time travel possible and if yes can we travel only in past or future or both?	1
104650	172748	172749	What are the top 5 most important factors driving the demand in Canadian housing market?	Will the Niners' move drive up the housing market in South Bay?	0
104651	36870	65200	Is milk actually good or bad for your health?	Is drinking milk good for health?	1
104652	172750	172751	Can Australia become a superpower?	Could Australia become a superpower? If so, what political, economic, diplomatic and social steps would it take to become one?	1
104653	172752	125268	Why is there a civil war in Syria?	What is happening in Syria?	0
104654	172753	172754	What is the best mattress for back sleepers?	What are the best mattresses for side sleepers?	0
104655	172755	172756	What's the biggest failure of Google?	What are some of your biggest failures?	0
104656	4121	41152	Why is Saltwater taffy candy imported in Japan?	Why is Saltwater taffy candy imported in Czech Republic?	1
104657	172757	172758	What is the best way to do local business listings/submissions?	How do I do local business listings?	0
104658	172759	172760	Is it safe to consume raw whey?	Is all protein made equal? Why does it feel like I make gains more effectively when I consume the same amount of protein through whole foods than whey	0
104659	172761	172762	Can I change my career from procurement to sales?	How do I change my career to sales?	0
104660	172763	172764	Which is the most profitable Porsche US dealer?	What is the most profitable investment?	0
104661	172765	172766	Is morality hardwired into the brain?	Are concepts such as ethics and morality hardwired in the brain?	1
104662	172767	172768	What can I do to stop loving her?	How can you stay organized while learning multiple things simultaneously?	0
104663	172769	112753	What happens to all the toilet paper flushed down the toilet?	How is toilet paper disposed after wiping? Is it dropped in the toilet and flushed or dropped in the bin? What are the different cultural practices?	0
104664	172770	172771	Why doesn't God make all of us as beautiful as K-Drama actor and actress post-surgery?	Combination with Cassandra?	0
104665	4912	172772	Do I need any previous knowledge of Star Wars franchise to see/appreciate Rogue One: A Star Wars Story?	What previous Star Wars films do you recommend seeing before watching Rogue One?	1
104666	172773	172774	Is the Tesla Model S worth its price?	What is wise to do, buy a Tesla Model S or Model 3?	0
104667	166550	172775	How did Shah Rukh Khan become a superstar?	Why is Shah Rukh Khan such a huge superstar?	1
104668	19691	172776	How do I generate a decent profit doing intra-day trading online in NSE and BSE?	What are the tools you use for doing intra-day trading in Indian stock market?	0
104669	4175	172777	How can I overcome negative thoughts?	How do I overcome negative thoughts? How to overcome our thoughts about others and be free?	1
104670	172778	172779	What are the pros and cons to an open source windows?	What are the pros and cons of open source?	0
104671	172780	172781	Are North Koreans aware that the world outside is so different?	What perceptions do North Koreans have of the outside world?	1
104672	172782	172783	What skills are required to get a job at Google?	What skills are required to join Google?	1
104673	172784	3149	How can you ride a bicycle without getting tired?	How do I ride a bicycle?	0
104674	150741	172785	What is fetal hypoxia?	What is fetal ketonuria?	0
104675	172786	138645	Is it worth it to pay for a Coursera specialization?	Is it worth to pay $426 for a Machine Learning Specialization on Coursera?	0
104676	172787	172788	I'm 17 years old and I'm in my last year of high school. I don't know what I want to do with my life. No clue. Help?	I'm a junior in high school and I still don't know what I want to do in life. Help?	1
104677	172789	172790	Why do I always miss my friend?	Why do we always miss school?	0
104678	12401	52744	How do you make yourself completely come out of your comfort zone?	What is actually a comfort zone and how can one get out of a comfort zone?	1
104679	172791	172792	How do I manage with sociopaths?	Why weren't ancient roads paved flat?	0
104680	172793	172794	What are some mind blowing technology inventions that most people dont know?	What are some mind blowing insane technology inventions that mos't people dont know?	1
104681	44346	172795	What will be the effect of banning 500 and 1000 notes on gold rate and real estate?	What will be the effect of note ban in real estate?	1
104682	2389	27078	Why is India failing so miserably at the Rio Olympics?	Why is India so bad at Olympics?	1
104683	91300	83248	What is the best way to prepare for gate 2016 (EE) in 3 months?	How can I start preparing for GATE 2016 within 4 months?	1
104684	5358	41669	What's the best plan to lose weight?	What is the best way to be in a calorie deficit and lose weight successfully?	1
104685	137813	112429	How reliable is the information that we get from Quora answers?	How reliable is Quora answers?	1
104686	172796	172797	What Quora users have the most 40+ upvote answers?	What Quora users have the most 1000 upvote answers?	0
104687	172798	172799	What is your favorite Quora cliché?	What are some favorite Quora hacks?	0
104688	21462	172800	Does Tinder work in China?	How Does Paypal Work in China?	0
104689	26838	172801	While slowing down, is it harmful to press the clutch along with the brakes in a manual car?	What will happen if I press the accelerator and clutch both (no brakes applied) and then release the clutch (on first gear)?	0
104690	168328	82825	What is the best way to deal with a breakup?	How do I deal with a breakup?	1
104691	172802	172803	What is it like to be a mechanical engineer at Bose?	What is it like to be a research engineer at Bose?	0
104692	44044	172804	What are the happiest pictures you have seen?	What are some happiest picture ever?	1
104693	172805	136227	What is your review of The Score (2001 movie)?	What is your review of O (2001 movie)?	0
104694	172806	172807	What is main reason of Isis?	What is the main reason behind the rise of ISIS?	1
104695	172808	172809	Why education is a key to success?	What is the key to be successful in the USA?	0
104696	172810	172811	How can I tell something to my psychologist that makes me cry my eyes out when I even think about that 'something' at home?	How can I stop beating myself up over the fact that I have to leave my dogs at home when I go out?	0
104697	168710	2559	How effective is not eating for losing weight?	What are the best ways to lose weight?	0
104698	129206	172812	Why do so many Chinese nationals support their government?	Why do so many Chinese people support their government and love their country?	1
104699	36447	42299	What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Calabria?	What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Penang?	1
104700	122251	172813	What is the longest word ever in the English language to have one syllable?	What is the longest word in the English language?	0
104701	172814	59322	How does myunidays.com makes money?	How does 7digital.com make money?	0
104702	63103	76759	Why do some people not dream while asleep?	Most of us dream while we are asleep, but some say they don't get any dreams at all while sleeping? What makes people say so? Don't they dream at all?	1
104703	172815	172816	Why were 2000+ people sent my answer in the Quora Digest?	What does Quora mean when it says it sent my answer to 2000+ people?	1
104704	172817	115235	What should I say if I accidentally sneeze over a person's back on a bus?	Why do a lot of people sneeze a lot after waking up in the morning?	0
104705	46426	172818	What accounts for the lackluster win/loss records of the Florida State University football team over the last 8 years or so?	What are the best restaurants near Florida State's campus?	0
104706	56401	172819	What is most stupid question on Quora?	What are the most stupid questions you were asked to answer on Quora?	0
104707	172820	172821	How do I build a website?	How can I build website?	1
104708	172822	172823	What are the primary colors?	What are the primary colors? How are they made?	1
104709	172824	172825	Why isn’t Disneyland Paris profitable?	What are the most popular rides at Disneyland?	0
104710	172826	65326	How long does it take to get an answer on Quora?	How long do I have to wait to get answers to my Quora questions?	1
104711	172827	172828	How can you tell if a girl misses you?	How do I tell a girl I miss her?	0
104712	172829	172830	How invesors evaluating an investment using the CAPM?	I hv got 2856 rank in upsee 2016 and have been alotted leather tech. at hbti, can I take admission in iet lucknow and leave hbti?	0
104713	172831	172505	Why do women often wear more revealing clothes than men?	Why do women wear revealing clothing?	0
104714	172832	172833	Which food children should not buy?	What food the children should not buy for eat?	1
104715	172834	172835	What is the best way to accept yourself?	What is the best way to motivate ourself?	0
104716	172836	172837	Why do many Indian people get trapped into voting for the Nehru-Gandhi family?	Why do many Indian people stare?	0
104717	172838	172839	Does meditation work?	Does mindfulness meditation really work?	1
104718	60017	16792	What is the ZIP code of India?	How do you find out what your zip code plus four is?	0
104719	172840	172841	How can start initially preparation for SSC CGL without coaching?	How should I start my preparation for the SSC CGL 2017 without coaching?	1
104720	172842	172843	What is it like to work as a research assistant at Microsoft Research India?	I am Pre-Med. Is it better to do more research or more clinic work in the summer? I have to choose between research assistant and volunteer @ clinic?	0
104721	172844	172845	What are the most informative and highly regarded books on the collapses of democracy in both Rome and Greece?	How are Greece and Rome compared and contrasted?	0
104722	172846	85819	How do I break out of a bad mood?	What do you do when you are in a bad mood?	1
104723	172847	172848	Is the spin of an electron the cause of magnetism on a macroscale?	How is magnetic field created by the electric field of the electron when the electron spins?	0
104724	172849	162736	Why are boys made fun of for wearing brief underwear?	Should men wear underwear liners?	0
104725	172850	172851	"The latissimus dorsi muscle is ""twisted upon itself, so that the superior fibers become at first posterior and then inferior, and the vertical fibers at first anterior and then superior"". Does it mean that this muscle double twists in an arm flexation instead of untwist?"	How do I know my muscle fiber type?	0
104726	172852	172853	What is the future of a power engineer in India after doing a PGDC from NPTI durgapur?	What is the future of a power engineer in India after doing a PGDC from NPTI Delhi?	0
104727	24689	85725	What is the average salary of a college professor in India?	What is the minimum salary of a professor in india?	0
104728	141264	40642	How do I add pictures to Quora questions?	How do I show photos in Quora questions?	1
104729	172854	117843	How do you lock a bedroom door that doesn't have a lock?	How do you secure a door without a lock?	1
104730	172855	172856	Does Australia have street food?	Should street food be banned?	0
104731	172857	172858	Why the hill region remains cool?	Why the hill region remain cool?	1
104732	172859	68930	Adobe Photoshop: How do you convert .psd files to .pdf files?	How can I convert an .ASHX file to .PDF?	0
104733	172860	112216	Is there a ring current at the event horizon of a black hole?	What happens inside the event horizon of a black hole?	0
104734	126664	172861	Was it ever possible for Germany to win World War II?	Why did Germany lose WWII?	0
104735	172862	97869	I want to start writing. How and where do I start?	I want to start writing my blog, What topic should I begin with?	1
104736	172863	172864	What is the scientific reason behind drinking water in a sitting position?	What are the health effects, if any, of honey and lemon water?	0
104737	172865	172866	How can I learn Microsoft Excel by myself?	What is the best way to learn Microsoft Excel for Sales?	0
104738	172867	172868	How hard/difficult is it living the life of an actor?	Personal life of a hollywood actor?	0
104739	172869	172870	How do I score good marks in the IRA exam of the ILP of TCS?	Ira Singhal scored lower in the prelims but made exceptionally good marks in the 2014 CSE Main. What made her score higher?	0
104740	1886	39651	How can I earn money on internet?	How can I earn money online from home only?	1
104741	172871	172872	What is the best budget camera phone?	Is someone spying on me through my cell phone camera?	0
104742	172873	172874	Do you know of an open source software that can be used to create the word-based images for crowdsourcing?	"I have a MP4 file ripped from an old VCD. I need to split the mp4 file into separate individual files based on chapters markings automatically. Which free or open-source software on Windows 7 that can help me do this, the key operative word being ""automatically""?"	0
104743	172875	172876	What is the funniest story you ever heard?	What was the funniest story you have heard?	1
104744	172877	172878	What do some people always stay in their comfort zone?	Why do people always want to be in comfort zone?	0
104745	172879	172880	What's the difference between CR2032 and CR2016 batteries?	What is the difference between a battery and a cell?	0
104746	172881	172882	What is the difference between mechanical engineering and engineering physics?	What is the difference between physics and engineering physics?	0
104747	172883	172884	Is it true that Jews (or some Zionist clique) rule the world?	How do Jews rule the world?	1
104748	150841	172885	What are the advantages and disadvantages of database management systems?	How do I learn database management systems in a day?	0
104749	172886	172887	Yesterday I got rejected in my technical job interview.though I cracked the written and GD round but not able to clear technical round? What can I do.	Why the previous messages I have sent to other on WhatsApp only change from grey to blue when I send a new message?	0
104750	172888	56066	What are the downsides of attending École Normale Supérieure?	Which side is hv for this transformer? (Yellow or red)?	0
104751	8553	26547	Can we control our feelings and emotions?	Does our mind control our emotions?	1
104752	172889	172890	How does Meebo use CouchDB?	Which startups use CouchDB?	0
104753	142040	7682	What are the best places to visit in Wayanad, Kerala?	What are the best places to visit in Kerala?	1
104754	172891	172892	What is branding?	What is a brand?	0
104755	97885	172893	Do you know of any employee's unions having plans to hold organizing skills training sessions for employees offshore where low-wage products are made?	Is there a union with plans to hold union organizing skill training for low-wage employees making products offshore?	1
104756	172894	172895	What does the University of Arizona look for in a student's application to its computer science graduate program?	What does University of Maryland, College Park, look for in a student's application to its computer science graduate program?	0
104757	172896	172897	How would you compare the United States' euthanasia laws to Netherlands?	How would you compare the United States' euthanasia laws to Colombia?	0
104758	172898	172899	Who should we choose between our true love and our parents, and why?	How much per year do royalties pay actors?	0
104759	172900	172901	What are the most amazing and unknown stories from Ramayana?	Which character from Ramayana influences you the most and why?	0
104760	16814	5746	Can we time travel anyhow?	Will time travel be possible in future?	1
104761	120778	15441	What are some amazing bike inventions that exist that most people don't know about?	What are some mind blowing bike inventions technology that most people don't know about?	1
104762	172902	172903	Why are Apple Airpods selling so well (January 2017)?	Does Apple plan to sell AirPods by one for those who lose one of the earphones?	0
104763	79717	172904	How does Search Engine Optimization work?	How has search engine optimization evolved?	0
104764	172905	172906	If Hitler had not waged war on Russia, would the Allies have won over Germany anyway?	"Why are there so many references to Apple’s iPhone in the game GTA V (i.e. a clone cleverly named ""iFruit"")?"	0
104765	172907	172908	Why do many women in India tolerate extra-marital affair of their husband?	Do women in India look for extra-marital affairs?	0
104766	172909	172910	Is the American education system really bad? Or not?	Is the American education actually bad?	1
104767	172911	172912	What is the best book you read in 2016?	What is the best book you have read one 2016?	1
104768	172913	172914	Is Garg a marwari or punjabi community? Although it can be other indian community also?	In what ways are Indian politicians collectively doing wrong?	0
104769	80619	16663	How do I balance the need to be comfortable and push myself out of my comfort zone?	What are some of the straight to the point example of getting out of the comfort zone?	1
104770	172915	172916	Do graduation marks affect the ssc selection?	Do graduation marks affect the cgl selection?	0
104771	172917	172918	How can I put my pictures on Google Images?	How can I add my pictures to Google image search?	1
104772	172919	172920	Where is Rahul Gandhi now?	Where exactly was Rahul Gandhi till now in 2015?	0
104773	172921	33953	What is The Incredible Hulk's weakness?	What is the Hulk weakness?	1
104774	172922	172923	What are some examples of your own watercolor paintings?	Who is the best watercolor artist?	0
104775	172924	91684	How does Quora find out someone is using a fake name when the name sounds real?	How does Quora catch people using fake names?	1
104776	172925	172926	How do we know that what we do is right, be it anything?	How do you know what is right to do?	0
104777	172927	172928	There are an amazing amount or pictures of women kissing dolphins on social media and dating sites, why?	Why do people pay subscriptions to news media outlets when there is plenty of free, up to date and reliable information on other sites?	0
104778	172929	172930	How can I make a deer horn lamp?	How expensive are deer horn lamps?	0
104779	172931	172932	When should I start filling out the application for Princeton class of 2022 early decision?	When should I start filling out the application for Princeton class of 2022 ( early decision)?	1
104780	119326	172933	What's the shadiest tactic you've witnessed HR use at your job?	My HR says I've not been used by the company, the salary will not be credited. Is there any legal way to tackle and get my salary? I've left that job.	0
104781	127537	172934	Where is the Suzuki Service Center in Ghaziabad City?	Where is the Suzuki Service Center in Allahabad City?	0
104782	48091	172935	What are some startup ideas that frequently fail?	What are some news/info related startup ideas that frequently fail?	1
104783	172936	172937	What of we made captain America shield with New Magnesium based alloy?	My rank is 1434 in CDAC, and after 1st round I got Vita Mumbai, should I be able get Banglore kp in 2nd round, I have opted for dac?	0
104784	172938	172939	What are some of the best Game Boy Advance games?	"What are the best ""Game Boy"" Games?"	0
104785	172940	172941	How can I just concentrate on my studies and How can I remember what I study?	What are the best ways to study and remember what I study?	0
104786	172942	172943	How many times has flight evolved in non-vertebrates?	How many times has flight evolved in vertebrates?	0
104787	172944	172945	How do you convert ascii to integer in Java?	How do I convert string array to string in Java?	0
104788	172946	172947	Is eating fruits at night unhealthy?	Is there any harm eating fruits at night?	1
104789	172948	172949	What should I do if I've discovered/invented something in science?	What does it feel like to invent something?	0
104790	172950	172951	What are some of the most epic 4chan threads?	How do I post URL to 4chan?	0
104791	172952	172953	How have Hillary Clinton and Donald Trump each been preparing for the first 2016 presidential debate?	How did Hillary Clinton and Donald Trump each prepare for the first 2016 presidential debate?	1
104792	172954	172955	Does a 12 ounce beverage with 6% alcohol content by volume equal a 6 ounce beverage with 12% alcohol content by volume? Basically does one bottle of beer truly equal one glass of wine?	When does one have to change EAN on alcohol beverages?	0
104793	172956	172957	Why there are 7 days in a week?	Why are there only 7 days in a week?	1
104794	172958	172959	Why do people yawn when someone yawns in front?	Why do people in a group starts yawning simultaneously if someone in group yawns?	1
104795	172960	172961	What are some adjectives that can be used to describe a best friend?	What are the adjectives from A to Z that I can use to describe fitness?	0
104796	172962	172963	Proverbs, Sayings and Adages: Where did the meme or saying 'that is all' come from?	"Where did the saying ""once in a blue moon"" come from?"	0
104797	172964	20547	How much do business analysts make in India?	How much does a business analyst make?	0
104798	172965	172966	What is translucent powder? What does it do?	Do you need to put powder foundation over BB creme?	0
104799	172967	172968	What were the main countries involved in World War 1? How did they got involved?	Did world war 1 and 2 involve China?	0
104800	172969	172970	What's the difference between a bracelet and a wristband?	How do I tie a hemp bracelet?	0
104801	172971	172972	I think that I'm excessively obsessed with girls & sex. I fantasize about going down on them a lot. Could this be a psychological problem?	I think I'm excessively obsessed with girls & sex. I fantasize about going down on them a lot. Could this be a psychological problem?	1
